M,K,N,Command,Instructions,L1 Cache Misses,L2 Cache Misses,L3 Cache Misses,Elapsed Time
128,32,100,para_blis,10374635,17968,4802,0,0.004322553
128,32,128,blis,1489207,7965,5831,<not,0.001213057
128,32,128,pool_blis,11345516,236213,222405,8004,0.010520044
128,32,128,pthread_blis,10801241,42734,28204,7253,0.005065103
128,32,128,para_blis,11620013,19645,4893,442,0.004833117
128,32,150,blis,1646713,8513,6134,<not,0.001312800
128,32,150,pool_blis,12508233,217261,200072,9978,0.009768716
128,32,150,pthread_blis,12061380,45881,28856,7517,0.005227753
128,32,150,para_blis,12598543,20855,4758,430,0.005245068
128,32,170,blis,1792078,8933,6090,<not,0.001314392
128,32,170,pool_blis,13945431,285494,269481,8870,0.012342166
128,32,170,pthread_blis,13224057,48971,30240,1301,0.005514758
128,32,170,para_blis,13488040,22143,4841,715,0.005285458
128,32,200,blis,1963777,9358,6249,<not,0.001348578
128,32,200,pool_blis,15315807,287269,266530,11431,0.012679986
128,32,200,pthread_blis,14597793,52583,31163,<not,0.005837226
128,32,200,para_blis,14822427,24056,4961,485,0.006178713
128,32,220,blis,2116342,9711,6402,<not,0.001382782
128,32,220,pool_blis,15823523,338550,316503,11138,0.014572831
128,32,220,pthread_blis,15818689,56127,31222,6154,0.006015450
128,32,220,para_blis,15711975,25183,4733,333,0.006209138
128,32,256,blis,2332845,10325,6545,<not,0.001414097
128,32,256,pool_blis,16692623,353540,325841,17644,0.015906520
128,32,256,pthread_blis,17550478,60611,33065,4833,0.006893242
128,32,256,para_blis,17313201,27508,4958,614,0.006908132
128,32,275,blis,2481477,10941,6907,<not,0.001583563
128,32,275,pool_blis,18395494,291856,265292,21559,0.013978728
128,32,275,pthread_blis,18739617,63528,34305,7310,0.006947799
128,32,275,para_blis,18158259,28556,4933,617,0.007068467
128,32,300,blis,2643644,11052,6670,<not,0.001605378
128,32,300,pool_blis,19048381,373585,340294,19096,0.016658771
128,32,300,pthread_blis,20036885,67247,36420,7720,0.007364324
128,32,300,para_blis,19270187,30180,4980,451,0.007414010
128,32,350,blis,2964906,11982,7048,<not,0.001622989
128,32,350,pool_blis,23477245,403398,366143,20745,0.018293928
128,32,350,pthread_blis,22607106,73946,37008,7345,0.008035982
128,32,350,para_blis,21494088,33279,4866,652,0.008150596
128,32,400,blis,3282239,12775,7124,<not,0.001810400
128,32,400,pool_blis,27400525,498395,470501,38722,0.023183081
128,32,400,pthread_blis,25143435,79625,39084,2241,0.009537618
128,32,400,para_blis,23717984,36403,5041,658,0.008902218
128,64,32,blis,1413133,8505,6074,<not,0.001388597
128,64,32,pool_blis,10016663,306599,289999,7385,0.013135713
128,64,32,pthread_blis,10183934,44993,27812,6751,0.005265567
128,64,32,para_blis,14466589,23506,4884,781,0.005695611
128,64,64,blis,1811785,9420,6468,<not,0.001476209
128,64,64,pool_blis,12939056,368261,345124,8897,0.015542400
128,64,64,pthread_blis,13372999,52272,30307,981,0.005670759
128,64,64,para_blis,17313201,27762,5023,849,0.006833240
128,64,100,blis,2294840,10525,6295,<not,0.001502172
128,64,100,pool_blis,18857389,428809,401846,10539,0.018290222
128,64,100,pthread_blis,17243216,61000,34043,5543,0.006643663
128,64,100,para_blis,20515591,32112,4868,593,0.007994388
128,64,128,blis,2615577,11151,7199,<not,0.001723268
128,64,128,pool_blis,20168877,458171,427960,12646,0.019595594
128,64,128,pthread_blis,19744787,66012,34703,1907,0.007561344
128,64,128,para_blis,23006365,35752,5179,685,0.008932940
128,64,150,blis,2900857,11788,6834,<not,0.001714102
128,64,150,pool_blis,26360973,529549,497661,21997,0.023331580
128,64,150,pthread_blis,22091791,71036,35873,2068,0.008123817
128,64,150,para_blis,24963376,38086,5008,657,0.009329113
128,64,170,blis,3176766,12192,7177,<not,0.001647212
128,64,170,pool_blis,28351336,523768,494210,17902,0.022888147
128,64,170,pthread_blis,24299165,75471,38106,3953,0.009180833
128,64,170,para_blis,26742527,40555,4856,809,0.010453724
128,64,200,blis,3504518,12773,6962,<not,0.001923717
128,64,200,pool_blis,29790195,585090,543367,25145,0.025159868
128,64,200,pthread_blis,26921040,79528,37662,6074,0.009065553
128,64,200,para_blis,29411172,44319,5093,720,0.011279404
128,64,220,blis,3789374,13324,7069,<not,0.001936401
128,64,220,pool_blis,30073704,607660,581507,29790,0.027572869
128,64,220,pthread_blis,29200131,85018,41243,3217,0.009961549
128,64,220,para_blis,31190295,46701,5018,836,0.011880802
128,64,256,blis,4201833,14079,7427,<not,0.002054514
128,64,256,pool_blis,33156337,700801,646746,34497,0.031206926
128,64,256,pthread_blis,32502574,91112,43498,4560,0.011310811
128,64,256,para_blis,34392686,51356,5183,707,0.012862872
128,64,275,blis,4479436,14811,7456,<not,0.002271999
128,64,275,pool_blis,35062111,746425,697952,43305,0.033178253
128,64,275,pthread_blis,34723231,95900,43940,7333,0.012035693
128,64,275,para_blis,36082847,53489,5099,750,0.013253842
128,64,300,blis,4785794,15387,7735,<not,0.002247536
128,64,300,pool_blis,34605500,760606,710424,40936,0.033764151
128,64,300,pthread_blis,37173707,100977,46700,12153,0.012601145
128,64,300,para_blis,39153911,56685,5139,721,0.014185856
128,64,350,blis,5392329,16625,8132,<not,0.002522799
128,64,350,pool_blis,36407038,858044,773304,35569,0.037246798
128,64,350,pthread_blis,42026006,110885,50525,12912,0.013910388
128,64,350,para_blis,43500314,62827,5215,892,0.015813271
128,64,400,blis,5995929,17886,8366,<not,0.002569318
128,64,400,pool_blis,46466321,936419,852991,54100,0.041215823
128,64,400,pthread_blis,46855051,120398,53835,10480,0.015535118
128,64,400,para_blis,47851018,68974,5168,877,0.018257587
128,100,32,blis,2037328,11236,6576,<not,0.001427689
128,100,32,pool_blis,15837876,475190,442450,12313,0.019797944
128,100,32,pthread_blis,15171359,67072,32935,1237,0.006080875
128,100,32,para_blis,22472643,34721,4982,785,0.008886512
128,100,64,blis,2649278,12113,6997,<not,0.001537024
128,100,64,pool_blis,20312847,517534,479883,12992,0.023158608
128,100,64,pthread_blis,20050649,75645,36609,1426,0.007228633
128,100,64,para_blis,26920408,40828,4944,866,0.009639504
128,100,100,blis,3390211,13447,7808,<not,0.001856992
128,100,100,pool_blis,26059893,666498,631548,16824,0.028562267
128,100,100,pthread_blis,25959558,85915,41366,2577,0.008513338
128,100,100,para_blis,31924195,47681,5121,1040,0.011864318
128,100,128,blis,3873242,14339,8131,<not,0.001986476
128,100,128,pool_blis,31202408,731305,664115,36254,0.031913338
128,100,128,pthread_blis,29805674,91576,43795,5115,0.010472129
128,100,128,para_blis,35815990,53234,5061,818,0.013067540
128,100,150,blis,4311298,15034,8100,<not,0.002106923
128,100,150,pool_blis,32428182,783337,734223,29808,0.034231985
128,100,150,pthread_blis,33375710,97846,45813,2543,0.010581371
128,100,150,para_blis,38873839,57435,5067,932,0.014300448
128,100,170,blis,4733858,15668,7928,<not,0.002401927
128,100,170,pool_blis,38248969,790560,734613,47884,0.035142036
128,100,170,pthread_blis,36758238,102418,51199,15492,0.012266526
128,100,170,para_blis,41805996,61252,5029,786,0.015596783
128,100,200,blis,5237102,16336,8504,<not,0.002394742
128,100,200,pool_blis,39181942,942012,844329,30418,0.039591327
128,100,200,pthread_blis,40784399,108898,53251,10428,0.013265116
128,100,200,para_blis,46657323,66998,5202,801,0.016934656
128,100,220,blis,5670794,17409,8787,<not,0.002427908
128,100,220,pool_blis,47208791,971466,887184,35096,0.041737323
128,100,220,pthread_blis,44253950,114988,55194,5039,0.014264594
128,100,220,para_blis,49055707,70911,5074,948,0.017526831
128,100,256,blis,6304435,18299,9407,<not,0.002568688
128,100,256,pool_blis,54441225,1028706,948569,42141,0.044262639
128,100,256,pthread_blis,49323394,122236,60949,13459,0.015536392
128,100,256,para_blis,53467453,77830,5153,1038,0.019777643
128,100,275,blis,6727100,18922,9440,<not,0.002778821
128,100,275,pool_blis,55334877,1119001,1042216,65472,0.048473741
128,100,275,pthread_blis,52704539,127451,61923,9936,0.016093456
128,100,275,para_blis,56118329,81520,5296,884,0.020621748
128,100,300,blis,7195563,19760,9742,<not,0.002810803
128,100,300,pool_blis,59737753,1201145,1113988,86661,0.051928868
128,100,300,pthread_blis,56452414,133190,64977,12588,0.017822297
128,100,300,para_blis,59475876,86465,5101,849,0.022182199
128,100,350,blis,8123033,21232,10407,<not,0.003010177
128,100,350,pool_blis,68712193,1270849,1196389,74881,0.055432772
128,100,350,pthread_blis,63872003,145210,73358,17600,0.019276005
128,100,350,para_blis,66475229,98140,5317,948,0.024494642
128,100,400,blis,9049149,22694,11064,<not,0.003220790
128,100,400,pool_blis,77108040,1382972,1309486,97032,0.061718574
128,100,400,pthread_blis,71280606,155803,83100,18841,0.021788766
128,100,400,para_blis,73381627,107143,5329,833,0.026691583
128,128,32,blis,2522236,12588,6971,<not,0.001611876
128,128,32,pool_blis,21170377,601610,547486,16809,0.024728792
128,128,32,pthread_blis,19057524,79034,37446,2980,0.007507839
128,128,32,para_blis,28700137,43101,4854,775,0.010958337
128,128,64,blis,3298332,13932,7523,<not,0.001786009
128,128,64,pool_blis,25221354,712166,646128,22315,0.029925354
128,128,64,pthread_blis,25253252,88908,41877,5766,0.009049455
128,128,64,para_blis,34393301,51190,5163,901,0.012741754
128,128,100,blis,4232700,15496,8029,<not,0.002176793
128,128,100,pool_blis,37023126,844759,774995,44279,0.036134986
128,128,100,pthread_blis,32739236,100824,47537,7090,0.010918040
128,128,100,para_blis,41632968,60019,5113,926,0.015091993
128,128,128,blis,4842988,16433,7980,<not,0.002230794
128,128,128,pool_blis,39217274,901720,827553,28047,0.038713081
128,128,128,pthread_blis,37627121,106102,50190,10966,0.012821810
128,128,128,para_blis,162478883,285851,240627,297191,0.026261203
128,128,150,blis,5408188,17336,8678,<not,0.002507316
128,128,150,pool_blis,42447390,1002869,944931,48686,0.043359504
128,128,150,pthread_blis,42148364,113280,52760,7168,0.013268131
128,128,150,para_blis,178526051,325937,216183,367690,0.029012338
128,128,170,blis,5945217,18137,8940,<not,0.002492853
128,128,170,pool_blis,52429853,1075580,987832,53583,0.046167212
128,128,170,pthread_blis,46444801,119318,55784,3911,0.014255683
128,128,170,para_blis,198622281,332567,247751,439335,0.031629154
128,128,200,blis,6585001,19153,8894,<not,0.002628985
128,128,200,pool_blis,52949399,1224388,1144099,93457,0.053379563
128,128,200,pthread_blis,51563252,126553,59948,12058,0.015880226
128,128,200,para_blis,229150759,404102,299788,470296,0.035611900
128,128,220,blis,7134402,19979,9274,<not,0.002734598
128,128,220,pool_blis,60390633,1131424,1059332,91324,0.052848609
128,128,220,pthread_blis,55958597,133318,63571,15991,0.017490325
128,128,220,para_blis,245233800,430555,327951,503224,0.037895971
128,128,256,blis,7939900,21455,10128,<not,0.002992620
128,128,256,pool_blis,63298656,1367839,1273479,97793,0.059723881
128,128,256,pthread_blis,62402353,141770,70118,21454,0.019124849
128,128,256,para_blis,69748900,130084,5769,43190,0.026633058
128,128,275,blis,8475395,22451,10805,<not,0.003284143
128,128,275,pool_blis,76279952,1436369,1351914,86120,0.062904760
128,128,275,pthread_blis,66686146,149756,72901,16056,0.020255884
128,128,275,para_blis,74003989,121850,15847,25586,0.027517329
128,128,300,blis,9070001,23152,10462,<not,0.003255309
128,128,300,pool_blis,82101532,1520379,1401986,55327,0.066132661
128,128,300,pthread_blis,71443077,154992,75970,21219,0.021624868
128,128,300,para_blis,78533515,111684,5034,3645,0.028260007
128,128,350,blis,10247045,25110,11510,<not,0.003732279
128,128,350,pool_blis,91471544,1701288,1584362,133193,0.074836810
128,128,350,pthread_blis,80859596,169010,87000,41040,0.024178240
128,128,350,para_blis,87699861,124235,5488,3789,0.031447221
128,128,400,blis,11423873,26571,11649,0,0.003963134
128,128,400,pool_blis,102297784,1913783,1794130,145291,0.084041690
128,128,400,pthread_blis,90274401,180114,93439,34340,0.026755315
128,128,400,para_blis,96991664,136578,12741,438,0.035721286
128,150,32,blis,2903551,13831,7442,<not,0.001751526
128,150,32,pool_blis,25425684,694968,645509,17339,0.029285131
128,150,32,pthread_blis,22104564,89607,40173,15742,0.008524167
128,150,32,para_blis,33592699,49875,5024,1016,0.012270094
128,150,64,blis,3808038,15383,8173,<not,0.002021827
128,150,64,pool_blis,33275068,824420,764040,27334,0.034954198
128,150,64,pthread_blis,29332183,100372,45174,7986,0.010104469
128,150,64,para_blis,40264340,59345,5064,972,0.014737928
128,150,100,blis,4897463,16980,8579,<not,0.002226200
128,150,100,pool_blis,41711155,952464,893021,29410,0.040665450
128,150,100,pthread_blis,38066362,114628,51319,7812,0.012690137
128,150,100,para_blis,48577911,69636,5251,974,0.017594433
128,150,128,blis,5611582,18173,8764,<not,0.002475723
128,150,128,pool_blis,44704444,1069466,983390,38876,0.045450985
128,150,128,pthread_blis,43775560,122292,56130,12956,0.013944304
128,150,128,para_blis,53443488,77822,5168,1194,0.019834449
128,150,150,blis,6270101,19400,9091,<not,0.002530631
128,150,150,pool_blis,52854731,1233347,1139458,75689,0.052148585
128,150,150,pthread_blis,49044073,129481,58050,16373,0.015351640
128,150,150,para_blis,211520535,334610,241737,302567,0.033373320
128,150,170,blis,6896925,20258,9821,<not,0.002773524
128,150,170,pool_blis,58186589,1263771,1186420,69259,0.054595603
128,150,170,pthread_blis,54058657,136728,61882,12397,0.016805272
128,150,170,para_blis,227554018,385567,274818,368090,0.036111712
128,150,200,blis,7644052,21591,10416,<not,0.002962563
128,150,200,pool_blis,65829412,1381665,1298851,96186,0.059928570
128,150,200,pthread_blis,60035316,145487,67782,25692,0.018623780
128,150,200,para_blis,263141433,437536,375293,514457,0.040775152
128,150,220,blis,8284364,22520,10443,<not,0.003153826
128,150,220,pool_blis,70047715,1321434,1261172,60046,0.058740366
128,150,220,pthread_blis,65158196,153063,69403,27724,0.020137544
128,150,220,para_blis,286108551,468947,422036,617862,0.043589212
128,150,256,blis,9224828,24011,11265,<not,0.003372477
128,150,256,pool_blis,82346641,1666061,1561536,69497,0.071720430
128,150,256,pthread_blis,72681733,163060,75438,30860,0.021830624
128,150,256,para_blis,329521170,809012,517566,743187,0.050567741
128,150,275,blis,9848943,24906,11455,<not,0.003450756
128,150,275,pool_blis,88563371,1678404,1612972,75353,0.074027722
128,150,275,pthread_blis,77674756,171140,77657,22528,0.022512430
128,150,275,para_blis,86033874,153217,21644,2293,0.032575212
128,150,300,blis,10542653,26359,12320,0,0.003921170
128,150,300,pool_blis,94550862,1765711,1637814,56155,0.075505557
128,150,300,pthread_blis,83224500,179820,82563,38617,0.024648777
128,150,300,para_blis,91449786,147175,17815,458,0.033525373
128,150,350,blis,11915848,28093,12847,9281,0.004030967
128,150,350,pool_blis,95927861,2090654,1967414,209959,0.091071307
128,150,350,pthread_blis,94209948,196053,91714,36709,0.027661599
128,150,350,para_blis,102401147,146876,13693,8525,0.036784791
128,150,400,blis,13289779,30744,15284,16530,0.004697607
128,150,400,pool_blis,110756558,1988567,1876766,169937,0.088136483
128,150,400,pthread_blis,105201172,209897,100271,67314,0.030958592
128,150,400,para_blis,113121811,158678,12624,4164,0.041032297
128,170,32,blis,3250183,15310,7895,<not,0.001800675
128,170,32,pool_blis,27571300,803013,721249,18591,0.033019937
128,170,32,pthread_blis,24878639,97788,41094,13754,0.009223082
128,170,32,para_blis,38040464,56215,5033,979,0.014144877
128,170,64,blis,4271366,16894,8465,<not,0.002172625
128,170,64,pool_blis,34741090,945870,863114,25013,0.039638238
128,170,64,pthread_blis,33044583,110186,48410,5216,0.011477486
128,170,64,para_blis,46513760,66718,5124,1013,0.016769805
128,170,100,blis,5508602,19054,9271,<not,0.002369110
128,170,100,pool_blis,48130927,1125479,1065598,81109,0.048676205
128,170,100,pthread_blis,42914602,124702,53800,12193,0.013875595
128,170,100,para_blis,54234064,78269,5047,1025,0.020019112
128,170,128,blis,6310222,19862,9157,<not,0.002688762
128,170,128,pool_blis,49439358,1177316,1093407,73916,0.050304321
128,170,128,pthread_blis,49365022,132056,57023,14297,0.015790567
128,170,128,para_blis,60834379,89454,5234,937,0.023248733
128,170,150,blis,7053709,21352,10345,<not,0.002970304
128,170,150,pool_blis,62368346,1344938,1265262,46653,0.056909454
128,170,150,pthread_blis,55312956,142215,63102,17364,0.017174199
128,170,150,para_blis,65767053,96513,5504,1109,0.024142784
128,170,170,blis,7762160,22251,10106,<not,0.003002508
128,170,170,pool_blis,61767828,1435806,1358019,98738,0.062170587
128,170,170,pthread_blis,60980366,149588,65352,17326,0.018360513
128,170,170,para_blis,257085547,444797,334800,477599,0.040056018
128,170,200,blis,8606792,23522,10728,<not,0.003282678
128,170,200,pool_blis,73073336,1462835,1363231,65251,0.063251990
128,170,200,pthread_blis,67737240,158926,69418,12566,0.020922901
128,170,200,para_blis,297811540,486355,428157,611561,0.047305254
128,170,220,blis,9329749,24482,11001,<not,0.003410439
128,170,220,pool_blis,79306062,1648033,1552662,78675,0.071667557
128,170,220,pthread_blis,73521413,167617,75061,27168,0.022115160
128,170,220,para_blis,287631018,521181,471087,718634,0.048635643
128,170,256,blis,10392944,26400,11608,<not,0.003850945
128,170,256,pool_blis,92922056,1901013,1797044,140283,0.082335508
128,170,256,pthread_blis,82026676,178024,79855,33906,0.025036999
128,170,256,para_blis,378771274,903203,583120,836412,0.055914064
128,170,275,blis,11097614,27431,11819,<not,0.003930669
128,170,275,pool_blis,88552432,1948140,1820888,153358,0.084217331
128,170,275,pthread_blis,87664388,186064,86676,19284,0.025946437
128,170,275,para_blis,355899951,559193,565685,936265,0.056413995
128,170,300,blis,11881447,28628,13518,21154,0.004351509
128,170,300,pool_blis,106436767,2010977,1898246,170949,0.087321726
128,170,300,pthread_blis,93934881,194879,90196,38387,0.027886946
128,170,300,para_blis,103985561,182308,22583,60290,0.039325614
128,170,350,blis,13432940,31175,14377,19377,0.004622105
128,170,350,pool_blis,106945244,2317522,2159583,226846,0.100443416
128,170,350,pthread_blis,106346665,213971,100783,98148,0.031689186
128,170,350,para_blis,115695032,167028,14416,10743,0.041893132
128,170,400,blis,14985971,33576,14622,20479,0.004979443
128,170,400,pool_blis,116661292,2546553,2386608,226007,0.110557746
128,170,400,pthread_blis,118770917,229477,109193,56969,0.034934585
128,170,400,para_blis,127515073,179481,12901,4590,0.046048099
128,200,32,blis,3770068,16859,8116,<not,0.001956455
128,200,32,pool_blis,30626983,932784,856746,28034,0.038851734
128,200,32,pthread_blis,29037565,109221,43772,3397,0.010042813
128,200,32,para_blis,45563614,65515,5180,1131,0.016749356
128,200,64,blis,4966306,18204,9120,<not,0.002340627
128,200,64,pool_blis,43464455,1112576,1044445,69986,0.047956384
128,200,64,pthread_blis,38610360,120943,52009,14646,0.013075838
128,200,64,para_blis,53616927,77899,5344,1201,0.019678472
128,200,100,blis,6416574,20517,10054,<not,0.002717002
128,200,100,pool_blis,51164048,1265116,1195724,70235,0.054516645
128,200,100,pthread_blis,50178295,137379,58490,11202,0.015891694
128,200,100,para_blis,63315483,93085,5238,1063,0.023372988
128,200,128,blis,7358221,21603,10029,<not,0.002889394
128,200,128,pool_blis,64414992,1382054,1288671,72684,0.059963261
128,200,128,pthread_blis,57749189,144009,61651,23900,0.018197579
128,200,128,para_blis,71122771,102592,4728,996,0.026114101
128,200,150,blis,8229120,22934,10458,<not,0.003096397
128,200,150,pool_blis,70423166,1582541,1494465,51320,0.068965111
128,200,150,pthread_blis,64716176,154854,67892,21726,0.019783306
128,200,150,para_blis,77665877,110908,4840,1127,0.028047869
128,200,170,blis,9059956,23898,11138,<not,0.003447939
128,200,170,pool_blis,81034301,1682374,1576649,111374,0.088100943
128,200,170,pthread_blis,71362913,161224,70749,19965,0.021486293
128,200,170,para_blis,82818298,118988,6143,3403,0.030625314
128,200,200,blis,10050888,24998,11225,<not,0.003578256
128,200,200,pool_blis,85299460,1719469,1602859,97658,0.075193513
128,200,200,pthread_blis,79290004,170745,75338,32693,0.023715824
128,200,200,para_blis,310634150,544388,457662,713835,0.051275205
128,200,220,blis,10897916,26743,12570,25835,0.004021003
128,200,220,pool_blis,95395089,1945478,1817544,163191,0.083536744
128,200,220,pthread_blis,86066228,180219,83047,29044,0.025212883
128,200,220,para_blis,354197885,570575,493840,785065,0.055139425
128,200,256,blis,12145080,28201,12176,8827,0.004112633
128,200,256,pool_blis,109433341,2193013,2060143,222585,0.095846011
128,200,256,pthread_blis,96043937,191389,88549,41956,0.028267111
128,200,256,para_blis,414656533,968254,575902,911292,0.063161707
128,200,275,blis,12970710,29476,13708,18250,0.004501899
128,200,275,pool_blis,99634147,2235106,2144162,199526,0.099311800
128,200,275,pthread_blis,102648753,200073,91419,29034,0.029655353
128,200,275,para_blis,442112659,634619,557343,1008960,0.066368307
128,200,300,blis,13889687,30550,12717,6461,0.004496694
128,200,300,pool_blis,120261145,2461186,2336825,247462,0.108071663
128,200,300,pthread_blis,110000436,209179,98688,77771,0.032083442
128,200,300,para_blis,455004335,720800,603557,1045219,0.069530554
128,200,350,blis,15708578,33436,15141,20173,0.005202000
128,200,350,pool_blis,142746630,2648049,2481101,194758,0.115780273
128,200,350,pthread_blis,124551705,227373,109693,58240,0.036016998
128,200,350,para_blis,151129614,213066,19554,37899,0.049509896
128,200,400,blis,17530303,36430,15713,29253,0.005626859
128,200,400,pool_blis,149351335,2934736,2783743,280943,0.128707288
128,200,400,pthread_blis,139125505,245752,117289,99496,0.039869089
128,200,400,para_blis,149939496,215761,12860,7198,0.054957935
128,220,32,blis,4116676,17304,8342,<not,0.002086678
128,220,32,pool_blis,34413577,1040810,962171,34239,0.043951740
128,220,32,pthread_blis,31810493,116733,46281,4523,0.011537424
128,220,32,para_blis,49039085,71491,5275,1232,0.018171501
128,220,64,blis,5429650,19386,9142,<not,0.002420720
128,220,64,pool_blis,47648838,1206369,1100433,55568,0.050300570
128,220,64,pthread_blis,42321575,130213,54141,8586,0.014002700
128,220,64,para_blis,59923449,84967,5147,1306,0.021119505
128,220,100,blis,7021882,21643,10299,<not,0.003570032
128,220,100,pool_blis,63277835,1387176,1322004,73691,0.066277074
128,220,100,pthread_blis,55020842,146161,63625,8545,0.017419860
128,220,100,para_blis,69697184,101173,4799,3600,0.025592328
128,220,128,blis,8056940,22809,10893,<not,0.003248954
128,220,128,pool_blis,69481134,1518240,1447772,83374,0.066618670
128,220,128,pthread_blis,63338644,154275,65929,25299,0.019949803
128,220,128,para_blis,78266226,112440,4999,862,0.028570369
128,220,150,blis,9012759,24343,11186,<not,0.003379307
128,220,150,pool_blis,81677773,1669372,1547324,62761,0.072179433
128,220,150,pthread_blis,70984972,164838,72048,25770,0.021476435
128,220,150,para_blis,84638681,122437,6168,522,0.030449229
128,220,170,blis,9925168,25398,11464,<not,0.003636662
128,220,170,pool_blis,88807147,1873164,1765697,106554,0.081214189
128,220,170,pthread_blis,78284632,172999,75421,22430,0.023508833
128,220,170,para_blis,91374423,130304,5852,506,0.033243231
128,220,200,blis,11013576,26656,12172,7661,0.004005001
128,220,200,pool_blis,99419880,1965016,1840778,119791,0.085330579
128,220,200,pthread_blis,86991873,181666,83078,38708,0.025984998
128,220,200,para_blis,100297647,143193,6098,1356,0.038486600
128,220,220,blis,11943287,28749,14392,23891,0.004234412
128,220,220,pool_blis,102528855,2052407,1923324,174263,0.089045777
128,220,220,pthread_blis,94429464,193552,87921,61802,0.027917543
128,220,220,para_blis,365325075,598319,485793,809824,0.059153022
128,220,256,blis,13313188,29758,13222,6050,0.004635547
128,220,256,pool_blis,103595808,2341260,2207229,209329,0.102210628
128,220,256,pthread_blis,105388805,203428,94812,58924,0.030829546
128,220,256,para_blis,411144199,951207,579463,882292,0.067356303
128,220,275,blis,14219381,31667,14346,17788,0.004893624
128,220,275,pool_blis,121975644,2502616,2339127,192821,0.109256466
128,220,275,pthread_blis,112638372,213074,97208,60118,0.032835518
128,220,275,para_blis,436609401,695013,571168,996196,0.070144544
128,220,300,blis,15228463,33209,14982,24143,0.005214055
128,220,300,pool_blis,136606068,2676502,2529686,221056,0.116842737
128,220,300,pthread_blis,120710785,224342,104127,45761,0.035155420
128,220,300,para_blis,485842666,759512,615402,1062424,0.075674286
128,220,350,blis,17225634,35532,15561,30854,0.005744229
128,220,350,pool_blis,139565763,2951492,2789756,264149,0.128075522
128,220,350,pthread_blis,136688396,242669,115617,59449,0.039117235
128,220,350,para_blis,146990117,242113,24919,65524,0.056245883
128,220,400,blis,19226500,38413,17150,26787,0.006149104
128,220,400,pool_blis,169348574,2595368,2427674,286296,0.117707799
128,220,400,pthread_blis,152695233,262228,130872,184741,0.051082605
128,220,400,para_blis,1059853045,284304,25925,35185,0.097286643
128,256,32,blis,4783264,19331,9068,<not,0.002314792
128,256,32,pool_blis,41063567,1126693,1043054,39341,0.047652297
128,256,32,pthread_blis,37145563,133794,51162,8447,0.013196500
128,256,32,para_blis,56776426,82508,5112,1157,0.021190796
128,256,64,blis,6338096,21858,10325,<not,0.002716983
128,256,64,pool_blis,52396948,1404721,1298487,57926,0.059489221
128,256,64,pthread_blis,49571954,150497,62108,25720,0.016391062
128,256,64,para_blis,67860480,100039,5277,1116,0.024406916
128,256,100,blis,8219022,25215,12161,<not,0.003227675
128,256,100,pool_blis,70526879,1576658,1483012,69347,0.068195396
128,256,100,pthread_blis,64598114,172812,70492,24331,0.020222375
128,256,100,para_blis,81129215,116442,5179,1182,0.029651932
128,256,128,blis,9439565,26800,11943,<not,0.003548401
128,256,128,pool_blis,80530807,1699815,1572234,92205,0.074044773
128,256,128,pthread_blis,74399561,185245,73418,21339,0.022683594
128,256,128,para_blis,91150584,130039,6012,513,0.033467022
128,256,150,blis,10573850,28609,12367,0,0.003925684
128,256,150,pool_blis,90826173,2018881,1901611,162028,0.087138860
128,256,150,pthread_blis,83474012,198318,83804,41663,0.025243147
128,256,150,para_blis,99005106,141173,5968,1229,0.036000112
128,256,170,blis,11649985,29927,13273,8703,0.004100557
128,256,170,pool_blis,94251295,2199291,2066157,265148,0.095401288
128,256,170,pthread_blis,92082944,210030,86374,52992,0.027390232
128,256,170,para_blis,106127867,150810,5967,1174,0.038205735
128,256,200,blis,12933212,31672,14206,7120,0.004551970
128,256,200,pool_blis,100990183,2361112,2211526,227442,0.102494569
128,256,200,pthread_blis,102349020,222530,90608,62097,0.030030509
128,256,200,para_blis,116823033,165226,6044,1178,0.042815908
128,256,220,blis,14035456,33546,13898,7305,0.004647064
128,256,220,pool_blis,126386758,2544935,2355250,232074,0.109175827
128,256,220,pthread_blis,111166972,236500,97856,73777,0.032413301
128,256,220,para_blis,125246771,175355,5932,4574,0.045481279
128,256,256,blis,15650556,36294,16375,31577,0.005388056
128,256,256,pool_blis,126348770,2877305,2676957,377978,0.123855508
128,256,256,pthread_blis,124087369,253395,103415,72814,0.036431244
128,256,256,para_blis,332985471,768568,381139,560248,0.068135387
128,256,275,blis,16724608,37927,15358,22434,0.005480650
128,256,275,pool_blis,143115099,2936916,2755928,401215,0.128585813
128,256,275,pthread_blis,132679785,264979,108970,59693,0.038396901
128,256,275,para_blis,358156798,619662,386987,641204,0.069632701
128,256,300,blis,17917313,39633,17257,35028,0.005890692
128,256,300,pool_blis,150248269,3138948,2944123,505209,0.136841553
128,256,300,pthread_blis,142221824,279537,115940,77032,0.040600207
128,256,300,para_blis,386248306,637304,401716,696403,0.072806318
128,256,350,blis,20278510,43905,19043,34997,0.006651944
128,256,350,pool_blis,181643815,3439633,3231407,398809,0.150187658
128,256,350,pthread_blis,161111180,309079,133168,119837,0.046517455
128,256,350,para_blis,415541800,736250,566388,941889,0.085109930
128,256,400,blis,22637902,46502,18910,26121,0.007091839
128,256,400,pool_blis,194089274,3713564,3493928,442787,0.163261373
128,256,400,pthread_blis,179986156,333596,143460,159649,0.052017122
128,256,400,para_blis,189567248,308115,26205,68976,0.070935493
128,275,32,blis,5112593,20917,9444,<not,0.002384292
