M,K,N,Command,Instructions,L1 Cache Misses,L2 Cache Misses,L3 Cache Misses,Elapsed Time
100,400,32,blis,5996685,22299,9683,<not,0.002615360
100,400,64,blis,8113604,25005,10590,<not,0.003139604
100,400,100,blis,10657071,29060,12835,5885,0.003945477
100,400,128,blis,12347333,31680,13899,15099,0.004385959
100,400,150,blis,13880064,34784,15172,27656,0.004847276
100,400,170,blis,15325844,36091,15241,30206,0.005292722
100,400,200,blis,17100294,38634,16185,32299,0.005677093
100,400,220,blis,18584389,41185,18439,31897,0.006297893
100,400,256,blis,20802017,44627,19686,32955,0.006952765
100,400,275,blis,22243276,46253,18541,21289,0.007166062
100,400,300,blis,23872522,48733,19744,23457,0.007620675
100,400,350,blis,27093009,53940,21582,27262,0.008501344
100,400,400,blis,30320717,59581,23575,46735,0.009558292
100,400,512,blis,37724127,72002,27342,57843,0.011958838
100,512,8,blis,5577780,23550,9398,<not,0.002809213
100,512,32,blis,7617572,26853,10882,<not,0.003180678
100,512,64,blis,10337255,30619,12506,<not,0.003865217
100,512,100,blis,13606668,35794,14362,13382,0.004682034
100,512,128,blis,15776600,38793,16434,21682,0.005269167
100,512,150,blis,17747957,42211,18086,17346,0.005779465
100,512,170,blis,19607035,44721,18167,15263,0.006272633
100,512,200,blis,21885911,48452,19324,32522,0.006958117
100,512,220,blis,23794522,51690,21073,32880,0.007605471
100,512,256,blis,26642564,55105,22432,22310,0.008294010
100,512,275,blis,28495938,58378,22432,27191,0.008691715
100,512,300,blis,30589660,62712,25000,44889,0.009564645
100,512,350,blis,34728469,69045,26333,46544,0.010695908
100,512,400,blis,38873902,75470,29308,57521,0.012006968
100,512,512,blis,48387136,91162,34540,86835,0.014634032
128,8,8,blis,385483,4384,5352,<not,0.000980059
128,8,32,blis,439548,4796,5536,<not,0.000919726
128,8,64,blis,511389,4872,5751,<not,0.000895429
128,8,100,blis,602125,5160,5838,<not,0.000981985
128,8,128,blis,647495,5327,5742,<not,0.001006448
128,8,150,blis,703126,5508,5703,<not,0.000985855
128,8,170,blis,750511,5583,5600,<not,0.001002745
128,8,200,blis,805136,5928,5875,<not,0.001055448
128,8,220,blis,858567,6076,5879,<not,0.001055338
128,8,256,blis,927839,5917,5839,<not,0.001171430
128,8,275,blis,979702,6103,6118,<not,0.001174282
128,8,300,blis,1033783,6418,6103,<not,0.001234264
128,8,350,blis,1141126,6854,6100,<not,0.001141597
128,8,400,blis,1243143,7039,6324,<not,0.001185968
128,8,512,blis,1488446,7776,6620,<not,0.001392338
128,32,8,blis,695741,5837,5552,<not,0.001016985
128,32,32,blis,855217,6460,5615,<not,0.001002819
128,32,64,blis,1068161,6865,5869,<not,0.001150059
128,32,100,blis,1326609,7567,6364,<not,0.001226690
128,32,128,blis,1485939,8058,6142,<not,0.001248745
128,32,150,blis,1643454,8573,6047,<not,0.001306023
128,32,170,blis,1788743,8792,6233,<not,0.001327486
128,32,200,blis,1960462,9323,6170,<not,0.001382097
128,32,220,blis,2113082,9899,6279,<not,0.001382802
128,32,256,blis,2329530,10605,6603,<not,0.001461209
128,32,275,blis,2478218,10733,6515,<not,0.001586061
128,32,300,blis,2640309,11298,6980,<not,0.001629857
128,32,350,blis,2961639,12082,6761,<not,0.001630617
128,32,400,blis,3278932,12445,7114,<not,0.001899747
128,32,512,blis,4016845,14408,7878,<not,0.001926340
128,64,8,blis,1109294,7959,5859,<not,0.001218171
128,64,32,blis,1409818,8712,6068,<not,0.001388875
128,64,64,blis,1808479,9341,6143,<not,0.001386153
128,64,100,blis,2291553,10599,6422,<not,0.001514209
128,64,128,blis,2612329,11258,7075,<not,0.001596061
128,64,150,blis,2897562,11817,6610,<not,0.001725950
128,64,170,blis,3173479,12276,6629,<not,0.002335563
128,64,200,blis,3501183,13033,7190,<not,0.001842414
128,64,220,blis,3786087,13463,7116,<not,0.001957192
128,64,256,blis,4198565,14133,7345,<not,0.002317934
128,64,275,blis,4476130,14801,7783,<not,0.002132378
128,64,300,blis,4782440,15411,7927,<not,0.002325082
128,64,350,blis,5389022,16779,8372,<not,0.002799362
128,64,400,blis,5992650,17763,8604,<not,0.002570510
128,64,512,blis,7388048,20616,9605,<not,0.002900269
128,100,8,blis,1574717,10697,6443,<not,0.001560820
128,100,32,blis,2034022,11309,6666,<not,0.001454061
128,100,64,blis,2646039,12028,6980,<not,0.001571283
128,100,100,blis,3386971,13450,7607,<not,0.001729284
128,100,128,blis,3869983,14197,8102,<not,0.001959730
128,100,150,blis,4308078,15030,7755,<not,0.002022933
128,100,170,blis,4730523,15776,7984,<not,0.002079100
128,100,200,blis,5233804,16483,8616,<not,0.002286138
128,100,220,blis,5667487,17094,8657,<not,0.002340341
128,100,256,blis,6301148,18009,9157,<not,0.002526935
128,100,275,blis,6723833,19013,9475,<not,0.002750361
128,100,300,blis,7192295,19652,10032,<not,0.002763899
128,100,350,blis,8119775,21095,10421,<not,0.003104789
128,100,400,blis,9045834,22838,11380,<not,0.003414512
128,100,512,blis,11180547,26152,12364,0,0.003957755
128,128,8,blis,1936784,11445,6328,<not,0.001414764
128,128,32,blis,2518968,12724,6983,<not,0.001572080
128,128,64,blis,3295073,13924,7941,<not,0.001843007
128,128,100,blis,4229432,15467,8243,<not,0.002086378
128,128,128,blis,4839748,16306,8262,<not,0.002198841
128,128,150,blis,5404901,17596,8609,<not,0.002430731
128,128,170,blis,5941891,18080,8600,<not,0.002424935
128,128,200,blis,6581743,19067,9027,<not,0.002609769
128,128,220,blis,7131162,19889,9602,<not,0.002742917
128,128,256,blis,7936652,21311,9882,<not,0.002927900
128,128,275,blis,8472100,22208,10327,<not,0.003211382
128,128,300,blis,9066722,23458,10670,<not,0.003255493
128,128,350,blis,10243757,24940,10966,<not,0.003527791
128,128,400,blis,11420614,26856,12475,9334,0.004015718
128,128,512,blis,14130407,31002,13640,10346,0.004682128
128,150,8,blis,2221204,12751,6824,<not,0.001506561
128,150,32,blis,2900284,13864,7356,<not,0.001674006
128,150,64,blis,3804703,15400,8202,<not,0.002064081
128,150,100,blis,4894205,17166,8773,<not,0.002392972
128,150,128,blis,5608276,18170,8709,<not,0.002409435
128,150,150,blis,6266834,19524,9238,<not,0.002559121
128,150,170,blis,6893665,20279,10010,<not,0.002759936
128,150,200,blis,7640765,21496,9961,<not,0.002909029
128,150,220,blis,8281125,22578,10690,0,0.003954718
128,150,256,blis,9221541,24115,11111,<not,0.003376679
128,150,275,blis,9845695,24809,11284,<not,0.003499383
128,150,300,blis,10539365,25958,12414,5613,0.004403497
128,150,350,blis,11912569,28282,12625,10704,0.004125608
128,150,400,blis,13286444,30521,13868,21297,0.004499369
128,150,512,blis,16448052,35703,15610,23158,0.005398279
128,170,8,blis,2479832,14014,7389,<not,0.001654302
128,170,32,blis,3246896,15214,7702,<not,0.001867100
128,170,64,blis,4268051,17116,8533,<not,0.002146063
128,170,100,blis,5505295,18878,9246,<not,0.002517435
128,170,128,blis,6306963,20112,9588,<not,0.002704158
128,170,150,blis,7050470,21302,9868,<not,0.002756955
128,170,170,blis,7758834,22205,10413,<not,0.002961473
128,170,200,blis,8603505,23757,10574,<not,0.003249790
128,170,220,blis,9326501,24796,11071,<not,0.003416957
128,170,256,blis,10389637,26259,12018,<not,0.003715180
128,170,275,blis,11094394,27654,12415,0,0.003963459
128,170,300,blis,11878188,28425,12580,8402,0.004038089
128,170,350,blis,13429642,31239,14163,21997,0.004513831
128,170,400,blis,14982664,33290,14861,19189,0.004935296
128,170,512,blis,18555044,39219,16940,33593,0.006085207
128,200,8,blis,2867715,15248,7519,<not,0.001859507
128,200,32,blis,3766790,16571,8457,<not,0.001975507
128,200,64,blis,4963047,18492,9184,<not,0.002241823
128,200,100,blis,6413279,20518,9611,<not,0.002798343
128,200,128,blis,7354962,21403,9816,<not,0.002948177
128,200,150,blis,8225852,22828,10552,<not,0.003210049
128,200,170,blis,9056697,23858,11298,<not,0.003388753
128,200,200,blis,10047601,25429,11209,<not,0.003602014
128,200,220,blis,10894581,26502,10994,<not,0.003758032
128,200,256,blis,12141840,28378,12814,25630,0.004272034
128,200,275,blis,12967422,29572,14593,21489,0.004399145
128,200,300,blis,13886361,30498,13801,6893,0.004570221
128,200,350,blis,15705291,33427,14347,17042,0.005216945
128,200,400,blis,17527008,35536,15561,19385,0.005867003
128,200,512,blis,21715520,42252,18849,35514,0.006940452
128,220,8,blis,3126302,16199,7627,<not,0.001903970
128,220,32,blis,4113397,17780,8605,<not,0.002456287
128,220,64,blis,5426391,19179,9190,<not,0.002444324
128,220,100,blis,7018603,21933,10252,<not,0.002845825
128,220,128,blis,8053681,23008,10454,<not,0.003165123
128,220,150,blis,9009444,24475,10956,<not,0.003462161
128,220,170,blis,9921882,25508,11368,<not,0.003645347
128,220,200,blis,11010337,27022,12671,28427,0.004006311
128,220,220,blis,11940000,28545,12959,8515,0.004282312
128,220,256,blis,13309948,29860,13341,6387,0.004470665
128,220,275,blis,14216095,31748,14398,18857,0.004896259
128,220,300,blis,15225168,32865,15208,14238,0.005068093
128,220,350,blis,17222367,36138,16477,31622,0.005696391
128,220,400,blis,19223185,38894,17243,31770,0.006313653
128,220,512,blis,23822469,44839,19257,22421,0.007805789
128,256,8,blis,3613861,17847,8178,<not,0.002113674
128,256,32,blis,4780025,19579,9243,<not,0.002388416
128,256,64,blis,6334837,21958,10353,<not,0.002693399
128,256,100,blis,8215715,24968,11635,<not,0.003135067
128,256,128,blis,9436231,26712,11912,<not,0.003528920
128,256,150,blis,10570602,28356,12537,<not,0.003762366
128,256,170,blis,11646698,30017,14338,31170,0.004198608
128,256,200,blis,12929954,31758,13641,8343,0.004400128
128,256,220,blis,14032169,33674,14379,10934,0.004634813
128,256,256,blis,15647249,36199,15118,15451,0.005273668
128,256,275,blis,16721321,37750,15041,18586,0.005541002
128,256,300,blis,17914006,39697,16539,34490,0.005743633
128,256,350,blis,20275196,43873,18335,36923,0.006453117
128,256,400,blis,22634567,46227,18874,23010,0.006925767
128,256,512,blis,28069213,56635,24953,47047,0.008956663
128,275,8,blis,3859572,18609,8439,<not,0.002172638
128,275,32,blis,5109306,20936,9257,<not,0.002489416
128,275,64,blis,6775625,23669,10637,<not,0.002815252
128,275,100,blis,8790809,26946,12173,<not,0.003266957
128,275,128,blis,10100025,28570,12192,<not,0.003602014
128,275,150,blis,11314976,30565,14442,15318,0.004091182
128,275,170,blis,12468668,32093,14587,27956,0.004469035
128,275,200,blis,13844552,33966,14432,8971,0.004622444
128,275,220,blis,15025301,36150,17066,31140,0.005204852
128,275,256,blis,16756950,38268,16888,12027,0.006548154
128,275,275,blis,17907541,40656,17370,38808,0.005777133
128,275,300,blis,19185912,42249,17164,18039,0.005978540
128,275,350,blis,21716429,46045,18801,29040,0.006761099
128,275,400,blis,24245998,50804,22090,45604,0.007593677
128,275,512,blis,30070771,59876,27564,59504,0.009127293
128,300,8,blis,4182787,20278,8502,<not,0.002250305
128,300,32,blis,5542544,22335,9887,<not,0.002574399
128,300,64,blis,7355559,25218,11374,<not,0.003042604
128,300,100,blis,9547446,28927,12726,<not,0.003678199
128,300,128,blis,10973348,30745,12820,<not,0.003819792
128,300,150,blis,12294526,33113,14603,9579,0.004456183
128,300,170,blis,13550161,34542,14733,10435,0.004538461
128,300,200,blis,15047957,36982,16417,19053,0.004967167
128,300,220,blis,16332101,38844,16840,32575,0.005406743
128,300,256,blis,18217111,41617,17457,16804,0.005811356
128,300,275,blis,19468442,43945,18786,33120,0.006321635
128,300,300,blis,20859401,45437,19127,24802,0.006456099
128,300,350,blis,23612768,49677,20528,25011,0.007221250
128,300,400,blis,26366267,54207,22446,32464,0.008013993
128,300,512,blis,32704499,65240,29828,66737,0.009959871
128,350,8,blis,4829281,23815,9404,<not,0.002498231
128,350,32,blis,6409035,25925,10476,<not,0.002906974
128,350,64,blis,8515450,29478,11997,<not,0.003359253
128,350,100,blis,11060746,33529,14212,<not,0.003919940
128,350,128,blis,12720075,35302,14744,9718,0.004447628
128,350,150,blis,14253483,37850,17236,26227,0.004869981
128,350,170,blis,15713181,39602,16760,11825,0.005082705
128,350,200,blis,17454802,42144,18704,35389,0.005672170
128,350,220,blis,18945566,44315,18557,12715,0.007249286
128,350,256,blis,21137339,46971,19972,17481,0.006672137
128,350,275,blis,22590165,49792,22728,37016,0.006986878
128,350,300,blis,24206346,51670,23095,19027,0.009556944
128,350,350,blis,27405505,56556,24635,30268,0.008357550
128,350,400,blis,30606791,62785,28003,53572,0.009367906
128,350,512,blis,37971923,74214,33727,61496,0.011415432
128,400,8,blis,5475722,25674,10020,<not,0.002607380
128,400,32,blis,7275102,28467,11689,<not,0.003046419
128,400,64,blis,9675373,31905,13207,<not,0.003652273
128,400,100,blis,12573969,36403,15693,14687,0.004396442
128,400,128,blis,14466787,38405,15801,11892,0.004907518
128,400,150,blis,16212494,41040,16882,15204,0.005269149
128,400,170,blis,17876185,42948,17966,32261,0.005883245
128,400,200,blis,19861633,45799,19180,33368,0.006286505
128,400,220,blis,21559061,47682,19399,16202,0.006595136
128,400,256,blis,24057659,51515,20626,23774,0.007436898
128,400,275,blis,25711913,53865,22289,22515,0.007891289
128,400,300,blis,27553334,56542,24211,42572,0.008433699
128,400,350,blis,31198219,61111,25798,32632,0.009234961
128,400,400,blis,34847359,67011,28780,44649,0.010477874
128,400,512,blis,43239339,79555,34566,65589,0.012707419
128,512,8,blis,6945973,31412,11818,<not,0.003074826
128,512,32,blis,9259331,34520,13075,<not,0.003638718
128,512,64,blis,12343667,38493,16208,29591,0.004510573
128,512,100,blis,16071321,44254,17498,30051,0.005425872
128,512,128,blis,18504388,47166,18635,23729,0.006059356
128,512,150,blis,20751303,51093,20261,31328,0.006641303
128,512,170,blis,22888802,53235,21064,16429,0.007261880
128,512,200,blis,25439654,56604,22552,21368,0.007905585
128,512,220,blis,27623798,60430,23861,24590,0.008291253
128,512,256,blis,30833773,64980,26077,33258,0.009492443
128,512,275,blis,32962133,67792,27752,34990,0.009747519
128,512,300,blis,35329678,72309,30685,52847,0.010553226
128,512,350,blis,40016004,78946,35040,66621,0.011686377
128,512,400,blis,44704321,85754,36894,74919,0.013243254
128,512,512,blis,55563174,102980,50246,101241,0.016490655
150,8,8,blis,402746,4484,5243,<not,0.000984652
150,8,32,blis,461113,4659,5622,<not,0.000950504
150,8,64,blis,538732,4912,5690,<not,0.000961411
150,8,100,blis,636916,5377,6024,<not,0.000970745
150,8,128,blis,684895,5388,5721,<not,0.000979022
150,8,150,blis,745383,5552,5909,<not,0.001033041
150,8,170,blis,796449,5440,5919,<not,0.001030208
150,8,200,blis,854674,5770,6014,<not,0.001046171
150,8,220,blis,912792,5711,6209,<not,0.001126764
150,8,256,blis,986752,5993,6070,<not,0.001088634
150,8,275,blis,1043278,6282,6320,<not,0.001089615
150,8,300,blis,1101457,6318,6396,<not,0.001239153
150,8,350,blis,1217049,6573,6580,<not,0.001156967
150,8,400,blis,1326336,6515,6700,<not,0.001242505
150,8,512,blis,1590503,7118,7177,<not,0.001314635
150,32,8,blis,760951,6059,5500,<not,0.000992004
150,32,32,blis,931986,6503,5666,<not,0.001056615
150,32,64,blis,1160405,7131,5817,<not,0.001111152
150,32,100,blis,1437545,7904,6110,<not,0.001506858
150,32,128,blis,1607891,8264,6190,<not,0.001266098
150,32,150,blis,1777672,8756,6205,<not,0.001291653
150,32,170,blis,1933977,9013,6149,<not,0.001419432
150,32,200,blis,2116578,9511,6489,<not,0.001378117
150,32,220,blis,2281258,9939,6817,<not,0.001427172
150,32,256,blis,2512298,10458,6720,<not,0.001579025
150,32,275,blis,2672869,10799,6824,<not,0.001500265
150,32,300,blis,2846481,11417,7131,<not,0.001542394
150,32,350,blis,3191077,12137,7301,<not,0.001829988
150,32,400,blis,3529964,12766,7641,<not,0.001762562
150,32,512,blis,4321006,14891,8044,<not,0.002028656
150,64,8,blis,1238281,8256,5640,<not,0.001134763
150,64,32,blis,1560244,8712,5846,<not,0.001254135
150,64,64,blis,1986119,9635,6169,<not,0.001458357
150,64,100,blis,2512800,10702,6742,<not,0.001530802
150,64,128,blis,2839001,11478,6989,<not,0.001702062
150,64,150,blis,3154441,12136,6802,<not,0.001696099
150,64,170,blis,3451125,12612,7231,<not,0.001838730
150,64,200,blis,3799523,13003,7187,<not,0.001827118
150,64,220,blis,4106267,13932,7660,<not,0.002005675
150,64,256,blis,4546342,14725,8010,<not,0.002069101
150,64,275,blis,4845662,15388,7983,<not,0.002113749
150,64,300,blis,5173253,15668,8264,<not,0.002188953
150,64,350,blis,5822290,16897,8610,<not,0.002509639
150,64,400,blis,6467464,18524,9098,<not,0.002528417
150,64,512,blis,7961668,21066,10086,<not,0.002886604
150,100,8,blis,1775966,10057,6116,<not,0.001398672
150,100,32,blis,2267323,10889,6429,<not,0.001483487
150,100,64,blis,2922577,12060,6934,<not,0.001625562
150,100,100,blis,3718254,13271,7691,<not,0.002016674
150,100,128,blis,4223515,14057,7546,<not,0.002047712
150,100,150,blis,4702821,14792,7847,<not,0.002109897
150,100,170,blis,5157133,15476,8196,<not,0.002281323
150,100,200,blis,5692067,16422,8637,<not,0.002420343
150,100,220,blis,6158635,17024,9024,<not,0.002537621
150,100,256,blis,6834623,18214,9672,<not,0.002697029
150,100,275,blis,7289979,18588,9787,<not,0.002915622
150,100,300,blis,7790801,19672,10148,<not,0.002983937
150,100,350,blis,8782814,21228,10907,<not,0.003250920
150,100,400,blis,9772408,22613,11797,<not,0.003501662
150,100,512,blis,12057374,26509,14062,12774,0.004216516
150,128,8,blis,2193483,11297,6385,<not,0.001481876
150,128,32,blis,2816712,12429,7498,<not,0.001662784
150,128,64,blis,3646765,13729,7921,<not,0.001870081
150,128,100,blis,4649779,15413,8112,<not,0.002108490
150,128,128,blis,5300135,16376,9031,<not,0.002342935
150,128,150,blis,5906877,17138,8630,<not,0.002538102
150,128,170,blis,6484312,17848,9040,<not,0.002553584
150,128,200,blis,7164441,19009,9509,<not,0.002802474
150,128,220,blis,7755291,19628,10008,<not,0.002885752
150,128,256,blis,8614412,20824,10496,<not,0.003209550
150,128,275,blis,9191217,22195,11037,<not,0.003282142
150,128,300,blis,9826669,22675,11408,<not,0.003396939
150,128,350,blis,11085516,25144,11390,<not,0.003726756
150,128,400,blis,12342999,26598,12877,9749,0.004094794
150,128,512,blis,15243001,31418,14816,10749,0.004999001
150,150,8,blis,2521830,12340,6893,<not,0.001619117
150,150,32,blis,3248618,13430,7259,<not,0.001885619
150,150,64,blis,4216057,14945,7745,<not,0.002071952
150,150,100,blis,5385321,17125,8744,<not,0.002318361
150,150,128,blis,6146234,17779,9120,<not,0.002563769
150,150,150,blis,6853133,18973,9766,<not,0.002807104
150,150,170,blis,7527075,20057,9995,<not,0.002997290
150,150,200,blis,8321203,21155,10452,<not,0.003156605
150,150,220,blis,9009708,22340,11099,<not,0.003351698
150,150,256,blis,10012796,23535,11333,<not,0.003463403
150,150,275,blis,10684979,24555,11447,<not,0.003625163
150,150,300,blis,11426318,26046,12392,10452,0.003918867
150,150,350,blis,12894652,27868,13542,11313,0.004322758
150,150,400,blis,14362702,30353,14060,11267,0.005785078
150,150,512,blis,17745935,35768,15511,13182,0.005706225
150,170,8,blis,2820325,13585,7495,<not,0.001729469
150,170,32,blis,3641266,14908,7647,<not,0.002242008
150,170,64,blis,4733585,16586,8390,<not,0.002198805
150,170,100,blis,6061916,18496,9559,<not,0.002482510
150,170,128,blis,6915450,19748,9867,<not,0.002884771
150,170,150,blis,7713419,21141,10509,<not,0.002984678
150,170,170,blis,8475065,21942,10580,<not,0.003250216
150,170,200,blis,9372766,23454,11395,<not,0.003372624
150,170,220,blis,10150115,24433,11289,<not,0.003580403
150,170,256,blis,11284043,25711,12288,<not,0.003773422
150,170,275,blis,12042933,26919,13051,2784,0.004017441
150,170,300,blis,12880461,28765,14050,13395,0.004466351
150,170,350,blis,14539375,31198,16800,24277,0.004808426
150,170,400,blis,16198796,33486,14994,9099,0.005313613
150,170,512,blis,20021330,39252,17714,19012,0.006269506
150,200,8,blis,3268036,14623,7293,<not,0.001884489
150,200,32,blis,4230167,16104,8753,<not,0.002199564
150,200,64,blis,5509819,17837,8959,<not,0.002541992
150,200,100,blis,7066486,19921,10173,<not,0.002815955
150,200,128,blis,8069224,21063,10514,<not,0.003072753
150,200,150,blis,9003759,22697,10978,<not,0.003377957
150,200,170,blis,9896975,23677,11625,<not,0.003546236
150,200,200,blis,10950188,24823,12042,<not,0.003885904
150,200,220,blis,11860665,26200,12761,8000,0.004205220
150,200,256,blis,13190936,28386,14026,22340,0.004538943
150,200,275,blis,14079895,29179,14290,19393,0.004808907
150,200,300,blis,15061774,30301,14539,8709,0.004875205
150,200,350,blis,17006443,33560,18414,34291,0.005520891
150,200,400,blis,18952918,35748,16332,22322,0.005971949
150,200,512,blis,23434416,42089,20251,23770,0.007098380
150,220,8,blis,3566536,15910,7826,<not,0.002367083
150,220,32,blis,4622847,17193,8776,<not,0.002289343
150,220,64,blis,6027288,19134,9529,<not,0.002559121
150,220,100,blis,7736158,21074,10584,<not,0.002954104
150,220,128,blis,8838404,22369,11172,<not,0.003313698
150,220,150,blis,9863955,23998,11787,<not,0.003661162
150,220,170,blis,10844919,25129,12124,<not,0.003778311
150,220,200,blis,12001788,26464,12853,9384,0.004131294
150,220,220,blis,13001028,28382,14049,19540,0.004375221
150,220,256,blis,14462149,29971,14756,19739,0.004871389
150,220,275,blis,15437887,31029,14099,7763,0.004997501
150,220,300,blis,16515954,33066,16150,28100,0.005432614
150,220,350,blis,18651159,35363,15849,16143,0.005847634
150,220,400,blis,20788978,38057,17556,20616,0.006411859
150,220,512,blis,25709800,45578,21556,41062,0.007915845
150,256,8,blis,4127319,17618,7629,<not,0.002169509
150,256,32,blis,5375603,19516,9066,<not,0.002545306
150,256,64,blis,7039978,21792,10727,<not,0.002996085
150,256,100,blis,9059226,24856,12017,<not,0.003423810
150,256,128,blis,10359143,26349,12415,<not,0.003796330
150,256,150,blis,11577226,28612,13219,<not,0.003956515
150,256,170,blis,12734250,29460,13646,6875,0.004539629
150,256,200,blis,14098489,31338,14852,7735,0.004694277
150,256,220,blis,15284033,33234,15984,10526,0.006215543
150,256,256,blis,17006899,35831,16466,16826,0.005421540
150,256,275,blis,18164001,38383,17294,37185,0.005799153
150,256,300,blis,19438889,39102,17744,13658,0.007409806
150,256,350,blis,21964335,42674,19201,21893,0.006698341
150,256,400,blis,24485611,46938,21150,40113,0.007420141
150,256,512,blis,30302435,55253,24941,33916,0.011105395
150,275,8,blis,4410875,18631,8174,<not,0.002306398
150,275,32,blis,5748578,20873,9437,<not,0.002584232
150,275,64,blis,7532221,23136,10523,<not,0.003074382
150,275,100,blis,9695419,26558,12638,<not,0.003714292
150,275,128,blis,11089799,28607,13786,0,0.004017960
150,275,150,blis,12394460,30149,14805,10321,0.004345739
150,275,170,blis,13634776,31418,15105,13846,0.004532240
150,275,200,blis,15097499,33800,15533,12212,0.005440670
150,275,220,blis,16367428,35688,16561,12149,0.005311428
150,275,256,blis,18214562,38797,18279,39738,0.005824153
150,275,275,blis,19454039,40264,18095,18517,0.006005709
150,275,300,blis,20820360,41959,18525,21268,0.006393247
150,275,350,blis,23526842,46299,20928,23411,0.007143769
150,275,400,blis,26229910,50220,25481,47191,0.008039384
150,275,512,blis,32464066,60370,29386,51660,0.009725612
150,300,8,blis,4783999,20279,8646,<not,0.002426158
150,300,32,blis,6239393,22464,9794,<not,0.002669566
150,300,64,blis,8179912,24978,11004,<not,0.003182642
150,300,100,blis,10532509,28356,12882,6333,0.003861682
150,300,128,blis,12051298,30591,13797,9508,0.004300350
150,300,150,blis,13469694,32748,15070,12118,0.004514240
150,300,170,blis,14819739,34242,15125,10223,0.004877519
150,300,200,blis,16412011,36541,16945,14079,0.005253058
150,300,220,blis,17792891,39462,18135,37345,0.005703856
150,300,256,blis,19803673,41398,17539,17432,0.006156728
150,300,275,blis,21151539,43427,19029,20695,0.006700768
150,300,300,blis,22638076,45616,20423,20172,0.006907990
150,300,350,blis,25582702,50114,22679,28662,0.008090495
150,300,400,blis,28524994,55192,26460,53721,0.008721849
150,300,512,blis,35308305,65902,31264,55456,0.010616264
150,350,8,blis,5530209,22866,9406,<not,0.002589269
150,350,32,blis,7220934,25357,10800,<not,0.003140586
150,350,64,blis,9475301,28507,12902,<not,0.003588107
150,350,100,blis,12206769,32368,15111,9771,0.004341943
150,350,128,blis,13974259,34525,15126,20631,0.006011505
150,350,150,blis,15620273,36863,17266,12501,0.005260298
150,350,170,blis,17189630,38943,17566,14805,0.005537133
150,350,200,blis,19041025,41316,19398,24532,0.006111987
150,350,220,blis,20643845,43553,19762,16775,0.006371285
150,350,256,blis,22981759,46454,21032,20069,0.006897509
150,350,275,blis,24546410,50104,23816,40075,0.007503362
150,350,300,blis,26273541,51848,22965,28475,0.007876476
150,350,350,blis,29694521,57488,26899,45011,0.009034110
150,350,400,blis,33115195,61472,31163,48845,0.009581020
150,350,512,blis,40996755,73685,36453,66762,0.012258178
150,400,8,blis,6276419,24737,9803,<not,0.002852382
150,400,32,blis,8201736,27459,11368,<not,0.003297161
150,400,64,blis,10770623,30520,13279,4453,0.003976442
150,400,100,blis,13880979,34850,15834,27813,0.004775926
150,400,128,blis,15897224,37346,17035,14921,0.005195465
150,400,150,blis,17770826,39958,17487,16281,0.005644115
150,400,170,blis,19559468,42133,19770,29530,0.006127376
150,400,200,blis,21669995,44317,19745,15668,0.006750489
150,400,220,blis,23494835,48116,22103,37162,0.007333640
150,400,256,blis,26159898,50721,22147,20540,0.007788512
150,400,275,blis,27941359,52837,24772,24234,0.008477811
150,400,300,blis,29909007,57082,27014,46863,0.009100703
150,400,350,blis,33806249,60862,28821,39511,0.009912057
150,400,400,blis,37705397,66537,30883,48474,0.011148507
150,400,512,blis,46685261,80035,36754,70294,0.013676405
150,512,8,blis,7971506,29941,11914,<not,0.003370254
150,512,32,blis,10447312,33412,14296,10421,0.004020701
150,512,64,blis,13748386,37548,15887,30864,0.004935482
150,512,100,blis,17748855,43241,18290,16243,0.005763708
150,512,128,blis,20340836,46135,18648,13586,0.006449174
150,512,150,blis,22752988,49677,20233,15310,0.007169603
150,512,170,blis,25051082,52126,22762,17223,0.007725160
150,512,200,blis,27762782,55901,24547,28969,0.008493348
150,512,220,blis,30111236,59006,28725,28995,0.008866517
150,512,256,blis,33535377,63040,28103,30769,0.012110584
150,512,275,blis,35827710,67958,31058,55421,0.010511319
150,512,300,blis,38357822,70555,30531,44960,0.011286823
150,512,350,blis,43369369,78057,36075,66382,0.015170135
150,512,400,blis,48379166,85198,38685,70936,0.014221000
150,512,512,blis,57156254,103334,46920,107444,0.017510014
170,8,8,blis,420807,4580,5259,<not,0.001085708
170,8,32,blis,486123,4889,5601,<not,0.000995559
170,8,64,blis,572991,5158,5684,<not,0.000958726
170,8,100,blis,674929,5253,5680,<not,0.001193468
170,8,128,blis,736326,5316,5670,<not,0.001016911
170,8,150,blis,804111,5744,5858,<not,0.001032134
170,8,170,blis,861406,5627,5853,<not,0.001054264
170,8,200,blis,926195,5839,6097,<not,0.001106431
170,8,220,blis,991369,6011,6074,<not,0.001112171
170,8,256,blis,1073859,5980,6122,<not,0.001218153
170,8,275,blis,1137322,6381,6355,<not,0.001158838
170,8,300,blis,1202301,6621,6327,<not,0.001174838
170,8,350,blis,1331546,6714,6691,<not,0.001244282
170,8,400,blis,1453615,6982,6823,<not,0.001319709
170,8,512,blis,1748961,7859,7307,<not,0.001386561
170,32,8,blis,826564,6351,5492,<not,0.000990207
170,32,32,blis,1014361,7005,5832,<not,0.001156393
170,32,64,blis,1264120,7540,6056,<not,0.001174153
170,32,100,blis,1565246,8164,6142,<not,0.001398524
170,32,128,blis,1755862,8762,6486,<not,0.001284505
